Q1_AgeBracket,Q2_HouseholdSize,Q3_DietStyle,Q4_ExerciseFreq,Q5_EcoPriority,Q6_OrdersPerWeek,Q7_OrderWindows,Q8_AvgSpendAED,Q9_TipPct,Q10_DeliveryRadiusKm,Q11_FavCuisines,Q12_SpiceLevel,Q13_AllergyFlag,Q14_PackagingSustainScore,Q15_TraceabilityInterest,Q16_MealConfiguratorUse,Q17_DynamicPricingOpinion,Q18_ZeroWasteSubscription,Q19_LoyaltyPerk,Q20_FreshnessAlertsValue,Q21_GroupCartUsage,Q22_NetPromoterScore,Q23_ChurnIntent
5,1,3,2,3,1,"Lunch,Dinner",33.33,7.4,7.2,"Indian,Mexican",2,0,3,3,3,3,1,3,1,4,8,4
4,1,1,1,4,1,Breakfast,70.81,16.4,5.3,Thai,2,1,3,4,2,2,0,4,4,3,7,3
5,2,1,1,4,1,"Late-night,Lunch",88.61,13.8,3.8,"Other,Mexican,Indian,Thai",3,0,3,3,4,3,0,2,3,4,7,5
3,1,1,2,4,1,Dinner,122.29,11.1,5.6,"Indian,Mediterranean",2,0,3,5,3,2,0,3,4,1,8,4
3,1,1,3,3,1,Breakfast,88.8,10.9,7.0,"Mediterranean,Thai,Japanese",4,1,3,4,3,4,1,1,3,4,10,5
3,1,2,1,1,3,Dinner,53.44,2.5,8.7,"Mexican,Indian,Mediterranean",2,0,1,3,4,3,0,1,3,1,3,3
4,1,2,1,3,1,"Breakfast,Lunch,Dinner",123.96,14.4,4.3,"Mediterranean,Thai,Japanese",2,0,4,5,3,3,0,4,3,5,5,5
4,1,3,1,4,4,"Breakfast,Dinner",53.82,14.5,1.9,"Indian,Japanese,Mexican",2,1,3,2,3,3,2,1,5,1,10,4
3,1,5,4,4,4,"Dinner,Lunch,Late-night",99.58,7.9,4.7,Indian,1,0,3,4,4,3,2,3,4,2,8,5
2,4,3,3,3,2,"Dinner,Late-night,Lunch",102.86,6.8,6.9,"Japanese,Other,Mediterranean",4,0,4,5,3,2,1,1,2,5,7,4
3,1,1,3,2,4,Lunch,82.99,5.1,3.9,Thai,2,0,1,5,3,2,2,2,4,4,8,5
4,3,2,2,5,4,Late-night,40.34,4.1,3.9,"Indian,Mediterranean,Mexican,Thai",4,0,5,4,4,3,1,4,3,1,8,4
5,3,1,2,4,2,Lunch,111.1,0.0,7.8,Other,2,1,3,3,3,2,2,4,2,1,10,5
4,1,3,1,3,1,Breakfast,57.66,1.9,6.6,Indian,2,0,3,5,2,2,0,4,3,2,4,1
3,1,1,1,4,1,"Dinner,Breakfast,Lunch",57.89,6.9,7.7,Mediterranean,3,1,5,5,4,3,2,1,4,4,8,3
3,1,2,1,4,4,Late-night,96.07,8.5,8.1,"Indian,Mediterranean,Thai,Japanese",1,0,4,4,4,3,1,4,3,2,7,4
5,3,3,3,3,2,Late-night,64.54,9.6,6.4,"Thai,Japanese,Mediterranean,Indian",1,0,4,4,2,2,2,1,4,1,10,3
3,2,1,2,2,3,"Lunch,Breakfast",75.48,4.9,10.1,"Indian,Mexican,Japanese,Other",1,0,3,2,3,5,0,1,4,4,4,3
2,5,1,1,3,9,Lunch,38.69,13.4,9.4,"Japanese,Mediterranean,Thai",3,0,3,3,4,2,1,4,5,1,8,3
4,1,5,2,3,3,Late-night,62.43,0.6,9.7,"Indian,Japanese,Other,Thai",2,0,4,3,2,2,2,2,4,4,5,3
4,1,6,3,3,1,"Dinner,Late-night,Breakfast",32.46,11.3,5.5,"Indian,Other,Thai",3,0,4,2,3,3,0,3,4,4,8,4
5,1,1,1,2,1,"Late-night,Lunch",62.27,8.7,6.9,"Japanese,Indian,Mediterranean",1,0,2,2,2,4,0,1,3,2,8,4
4,5,1,1,3,1,"Late-night,Lunch",62.97,9.1,5.9,Other,3,0,2,4,3,3,2,1,4,4,8,4
4,3,1,1,4,3,Breakfast,67.43,12.3,5.0,"Mediterranean,Thai",3,0,4,3,5,4,2,1,1,3,4,4
4,1,6,4,4,2,"Breakfast,Lunch",101.77,9.1,4.3,"Japanese,Thai,Mexican,Other",2,0,5,4,4,3,1,4,3,4,1,3
4,1,1,1,3,2,"Lunch,Late-night,Breakfast",74.15,16.3,10.7,Japanese,2,1,4,3,4,2,0,1,4,3,9,2
2,1,4,2,4,1,"Breakfast,Dinner,Late-night",62.25,13.8,4.7,"Japanese,Mediterranean,Indian",2,0,3,2,3,3,1,1,1,1,10,5
6,1,3,1,3,2,Dinner,53.3,11.4,4.9,"Thai,Other,Mexican,Japanese",1,0,4,3,5,2,0,4,4,1,5,3
3,1,2,2,4,4,Late-night,39.95,7.5,8.0,Other,3,0,4,4,5,3,2,2,2,1,7,4
1,1,4,3,4,4,"Lunch,Breakfast,Dinner",95.16,16.1,4.7,"Thai,Mexican",1,0,4,4,4,4,2,4,3,2,5,4
1,1,5,2,3,2,Lunch,42.35,6.0,7.7,"Japanese,Indian,Mediterranean",2,0,3,4,2,2,0,3,4,3,6,4
6,2,1,1,4,2,"Breakfast,Lunch",88.95,10.3,3.5,"Mexican,Japanese",3,0,3,2,5,2,1,2,3,5,5,4
3,3,1,1,3,4,"Dinner,Lunch,Breakfast",34.13,3.2,8.6,Other,1,0,4,2,3,4,0,2,4,4,3,3
2,2,1,1,3,7,"Breakfast,Lunch",78.54,7.7,4.7,"Indian,Mexican,Other",3,0,2,3,2,3,1,4,3,4,4,3
2,1,6,1,3,1,"Lunch,Dinner,Breakfast",34.2,8.0,5.0,"Mediterranean,Mexican,Other,Thai",1,0,2,3,5,5,0,2,2,3,7,3
2,1,1,2,4,22,"Breakfast,Lunch,Late-night",306.7,0.0,17.9,"Mediterranean,Other,Indian",1,1,5,5,2,3,1,2,3,1,3,5
4,3,1,4,4,3,Late-night,55.38,12.7,7.8,Indian,2,0,4,5,3,1,2,1,3,4,8,3
3,3,3,2,5,2,"Lunch,Dinner,Breakfast",61.54,11.6,3.5,"Indian,Japanese,Mediterranean",3,0,5,3,4,3,2,3,5,2,5,5
3,1,2,2,3,1,"Dinner,Late-night,Breakfast",39.49,8.8,5.6,"Mexican,Mediterranean",2,1,2,4,3,3,0,3,3,4,7,1
4,1,1,2,4,9,Lunch,25.54,15.6,7.5,"Other,Thai",3,0,4,2,4,3,2,3,4,4,6,4
4,2,1,1,2,7,"Lunch,Late-night",25.04,3.6,8.7,Other,2,0,2,3,2,2,2,2,5,5,8,4
2,1,6,2,3,1,"Dinner,Breakfast,Lunch",17.79,10.8,7.7,Other,2,0,2,2,2,2,0,2,5,3,5,4
4,2,5,4,4,1,Late-night,50.86,13.1,8.2,"Mexican,Thai",1,0,4,4,2,4,1,1,4,4,4,4
4,1,3,3,3,3,"Dinner,Breakfast,Lunch",96.94,7.0,3.1,"Mexican,Japanese,Thai,Indian",3,0,2,3,3,4,0,4,3,3,7,4
4,4,1,1,3,5,"Lunch,Late-night",36.54,2.4,9.6,"Other,Mexican,Mediterranean,Indian",4,0,4,2,3,5,1,1,3,4,3,4
2,5,6,4,4,4,Late-night,35.15,9.2,7.4,"Indian,Mediterranean",3,0,4,3,5,3,1,1,4,5,6,3
4,2,1,1,4,2,Late-night,25.65,13.4,5.3,"Mediterranean,Other,Japanese",1,0,3,5,1,2,1,3,3,2,2,5
4,3,6,2,1,3,"Late-night,Dinner,Breakfast",80.16,9.3,3.0,"Indian,Mexican",1,0,2,2,3,3,0,2,2,2,6,4
3,2,3,2,4,4,"Dinner,Lunch",69.18,10.1,4.1,"Indian,Japanese",4,0,5,3,3,3,1,1,3,4,9,5
3,1,2,3,4,1,"Late-night,Dinner,Lunch",61.01,7.9,5.6,Indian,2,0,4,3,3,3,2,1,2,1,4,5
2,3,3,1,4,5,"Dinner,Breakfast",32.59,17.0,3.1,"Other,Thai",2,0,4,2,2,1,1,1,2,3,6,3
2,2,5,3,3,3,"Breakfast,Lunch,Late-night",22.35,7.5,9.8,"Indian,Thai,Mediterranean,Mexican",2,0,2,4,3,3,0,4,2,5,4,2
6,2,1,1,2,1,"Late-night,Lunch,Dinner",53.39,15.5,6.7,"Mediterranean,Thai,Japanese,Mexican",3,0,2,2,3,2,1,3,2,3,4,5
3,1,1,1,3,1,Lunch,32.57,10.1,5.1,Thai,2,0,4,3,3,3,2,2,5,2,6,5
6,3,1,1,4,2,"Breakfast,Late-night",119.64,11.1,5.8,"Mediterranean,Thai",2,0,4,4,3,5,2,1,3,2,5,5
3,1,5,2,4,2,Late-night,40.4,12.0,5.6,Mexican,2,0,5,5,4,3,0,1,5,4,4,3
4,1,1,1,2,2,Late-night,54.75,8.3,6.3,"Indian,Mexican,Other",2,0,2,2,4,3,0,2,2,3,7,2
5,4,6,2,3,4,"Lunch,Late-night",84.5,3.4,2.8,"Mediterranean,Indian,Other",2,0,3,3,2,1,1,1,4,4,6,4
3,3,6,3,5,1,Late-night,47.39,9.9,4.8,Japanese,2,0,4,3,2,2,2,2,5,2,9,4
4,5,3,4,4,1,"Dinner,Breakfast",40.41,9.7,8.3,"Mediterranean,Thai",2,1,4,4,3,3,1,2,3,1,8,5
5,1,1,1,3,2,"Dinner,Breakfast",66.21,9.6,9.2,Other,3,0,2,2,5,4,1,3,3,1,5,4
5,2,1,2,2,2,"Lunch,Dinner",38.36,10.1,3.8,"Japanese,Indian",2,0,2,2,3,4,1,2,5,2,4,4
5,1,5,2,2,4,"Late-night,Dinner,Lunch",105.86,8.6,5.0,Mexican,4,0,1,4,5,2,0,4,3,4,8,3
5,2,3,2,5,2,"Late-night,Breakfast",70.36,11.2,5.2,Indian,1,1,5,3,2,4,1,2,3,3,4,5
4,1,6,1,2,2,"Lunch,Late-night,Breakfast",23.89,11.6,6.1,"Thai,Indian",3,1,3,3,5,1,0,2,1,5,3,5
3,1,2,2,4,2,Lunch,73.4,10.7,2.7,"Mediterranean,Other",4,0,5,5,4,4,1,2,5,5,0,4
3,3,6,3,2,1,Breakfast,69.52,17.3,7.8,"Mexican,Other,Thai,Mediterranean",2,0,2,4,3,3,2,2,4,4,8,4
6,2,6,4,3,1,Dinner,34.75,5.2,5.7,"Other,Indian,Japanese,Thai",2,0,4,3,5,3,0,1,3,1,8,4
4,1,2,2,4,2,"Late-night,Dinner,Lunch",50.41,13.0,5.8,"Mexican,Japanese,Other",4,0,4,4,2,2,2,2,3,1,9,4
3,3,1,3,4,3,"Lunch,Breakfast,Dinner",74.93,8.1,6.7,Other,1,0,5,2,4,4,2,1,1,1,7,5
4,1,2,1,1,10,Lunch,75.05,8.4,7.4,"Other,Japanese",2,1,2,3,2,2,2,3,4,4,5,4
3,2,1,2,3,2,Late-night,86.84,8.1,6.6,"Japanese,Other,Mexican,Thai",2,0,3,4,3,3,0,2,4,1,4,4
5,2,1,1,2,1,Lunch,77.27,6.4,6.9,Indian,2,1,1,3,4,2,0,3,3,2,4,4
3,3,5,2,3,1,Dinner,27.44,12.0,5.5,"Thai,Mexican,Mediterranean,Japanese",3,0,4,5,3,3,0,2,3,3,5,3
4,1,6,3,3,4,"Lunch,Late-night,Dinner",58.63,12.0,8.4,"Other,Japanese,Mediterranean",1,0,4,3,4,3,0,2,3,3,1,4
2,1,1,1,3,1,"Dinner,Lunch,Late-night",96.83,10.2,7.6,Other,1,0,2,5,2,4,0,2,3,1,8,2
6,1,6,3,3,1,"Dinner,Breakfast",91.28,17.0,5.7,"Indian,Mediterranean,Thai,Mexican",2,0,2,4,4,2,0,2,3,3,5,4
3,2,1,1,3,3,Lunch,70.15,11.2,7.4,"Japanese,Other,Thai",3,0,3,4,2,4,0,2,4,1,5,3
3,1,1,2,3,7,"Dinner,Breakfast",55.9,11.1,10.1,"Mexican,Other,Japanese",3,0,4,3,4,3,2,2,3,5,8,5
6,1,1,2,2,1,Breakfast,36.79,8.7,7.2,"Mexican,Other,Indian",3,1,3,4,5,1,1,3,5,1,7,5
2,3,1,1,3,1,Late-night,43.23,6.9,6.2,"Thai,Japanese,Mexican",2,0,4,4,3,2,1,3,4,3,8,2
2,2,5,1,4,2,"Lunch,Breakfast",156.64,13.2,8.4,"Mediterranean,Indian",4,0,5,2,3,4,2,4,5,4,9,4
3,3,2,2,3,4,Lunch,47.25,7.1,9.4,Thai,2,0,4,3,3,3,1,3,4,1,7,4
4,2,1,2,3,1,"Breakfast,Late-night,Dinner",28.35,10.1,5.7,Indian,4,0,2,3,2,5,0,1,2,3,4,4
2,2,4,2,4,4,Dinner,90.51,11.6,9.0,"Thai,Japanese,Other",2,0,5,3,3,1,2,4,4,3,7,5
3,3,4,1,3,2,"Lunch,Dinner,Breakfast",51.29,13.5,6.5,"Japanese,Other,Mediterranean,Thai",2,0,2,4,3,3,0,2,3,4,4,3
4,3,2,1,2,2,Late-night,85.18,9.7,8.1,"Thai,Other,Japanese",1,0,1,3,2,2,1,4,4,2,5,5
3,3,1,1,3,4,"Lunch,Dinner",66.26,14.2,3.7,"Thai,Japanese",3,0,4,3,3,1,2,4,5,1,7,4
4,3,1,2,2,1,"Breakfast,Lunch,Dinner",65.75,15.3,6.3,"Mexican,Mediterranean",2,0,2,4,3,3,1,2,4,1,5,3
4,1,4,3,2,2,"Breakfast,Dinner",60.98,15.2,4.7,"Indian,Other",3,0,2,3,5,4,1,4,1,1,4,4
2,3,5,2,2,2,"Lunch,Dinner",76.45,16.9,5.2,"Thai,Japanese,Other",2,0,1,3,3,3,0,2,3,3,5,3
6,1,1,1,4,3,Breakfast,67.73,8.0,5.1,"Other,Mediterranean",3,1,4,3,3,3,0,4,3,2,9,3
2,1,2,2,2,1,"Lunch,Dinner,Breakfast",108.61,12.1,5.7,"Other,Indian,Japanese",3,0,1,2,2,2,2,3,3,3,5,5
4,4,3,2,4,5,Late-night,94.31,14.3,6.5,"Other,Mexican,Indian",3,0,4,3,5,2,2,2,1,3,10,5
2,1,4,2,5,6,Dinner,70.47,10.1,8.3,"Mexican,Japanese",2,1,5,4,3,2,1,1,4,4,7,3
4,2,1,1,4,1,Breakfast,76.21,13.7,5.2,"Mediterranean,Thai,Japanese,Other",3,1,5,4,3,2,2,1,4,3,7,4
1,2,5,4,4,1,"Lunch,Late-night",58.38,9.9,5.9,"Indian,Mediterranean",2,0,3,5,3,3,2,1,3,2,10,4
6,2,5,4,3,6,"Lunch,Breakfast",39.52,10.6,7.0,Other,3,0,2,2,3,3,0,2,1,4,5,4
4,4,4,1,5,2,"Dinner,Late-night",87.69,6.3,4.2,"Indian,Thai,Mediterranean",3,0,4,4,2,2,2,1,5,3,10,5
6,5,1,1,3,5,Dinner,115.23,13.4,2.4,Mediterranean,1,0,2,3,1,2,0,4,1,4,4,3
3,2,1,1,4,3,"Late-night,Breakfast,Lunch",162.72,15.8,4.4,"Japanese,Mexican,Thai",1,0,3,3,3,2,2,4,4,1,5,3
2,3,1,1,5,3,"Dinner,Breakfast",73.93,10.5,9.4,"Indian,Mexican",4,0,5,5,5,1,1,2,4,4,8,3
2,3,4,2,3,2,"Breakfast,Dinner,Late-night",55.86,8.2,5.3,"Mediterranean,Other",1,0,4,5,3,4,1,2,3,1,8,5
3,2,6,4,4,3,"Breakfast,Late-night,Lunch",166.43,15.7,7.1,Mediterranean,4,0,5,5,5,4,1,1,4,1,4,5
3,2,2,2,4,8,"Breakfast,Lunch",54.84,16.5,4.9,"Indian,Mediterranean",2,0,3,3,4,3,0,2,2,2,6,4
3,5,6,3,4,2,"Dinner,Breakfast",141.65,13.4,5.3,"Indian,Mexican",2,0,3,2,3,4,2,2,3,1,9,5
4,1,5,2,1,1,"Breakfast,Dinner",58.4,11.3,8.2,"Mediterranean,Thai,Japanese",2,0,1,3,2,4,0,4,4,3,9,4
2,1,2,3,4,8,"Late-night,Breakfast",36.28,10.4,5.1,"Mexican,Indian",1,1,5,3,2,2,2,4,4,3,7,5
3,3,6,4,3,6,Dinner,62.65,3.8,7.3,Mediterranean,2,0,3,4,4,4,1,3,4,1,7,3
2,1,1,1,3,2,Lunch,42.18,19.0,4.6,"Other,Indian,Japanese,Mediterranean",1,1,3,5,4,2,0,1,5,3,5,3
3,1,1,2,4,3,"Lunch,Dinner",60.5,9.5,7.9,Thai,1,0,3,4,2,2,0,4,4,4,7,4
5,3,2,1,3,1,"Lunch,Dinner,Breakfast",37.23,12.1,8.9,Mexican,2,0,3,3,3,3,1,1,5,1,5,5
4,3,3,3,5,3,"Late-night,Lunch",74.1,9.3,6.0,"Japanese,Mexican,Indian",2,0,5,4,2,4,1,3,5,3,6,3
2,1,1,1,4,4,"Lunch,Breakfast",52.36,9.0,3.9,Indian,2,0,3,3,3,5,2,2,4,4,3,4
3,1,5,1,3,2,"Lunch,Late-night,Dinner",97.44,14.4,7.1,"Mexican,Japanese",2,0,3,3,3,4,2,1,3,1,8,4
6,1,2,1,3,2,"Lunch,Late-night",46.04,7.3,2.1,Mediterranean,2,0,2,4,3,2,1,2,4,2,4,4
4,4,1,1,2,3,"Dinner,Breakfast,Lunch",34.4,13.0,5.0,"Mexican,Other,Thai",4,0,2,2,3,4,0,2,4,4,5,4
4,2,2,1,3,3,Dinner,65.06,15.7,8.2,"Indian,Mediterranean,Mexican",4,0,3,3,1,4,0,1,4,4,6,2
4,1,2,3,4,2,"Dinner,Lunch,Breakfast",47.7,5.6,5.8,"Indian,Mexican",3,1,5,2,2,1,2,1,3,1,7,3
3,4,2,2,5,1,"Lunch,Dinner",58.13,14.7,6.8,Other,3,1,5,3,3,2,1,4,5,3,7,2
4,3,5,1,3,5,"Lunch,Dinner",59.28,13.4,6.1,"Mediterranean,Indian,Japanese,Thai",2,0,4,4,4,2,1,2,5,3,8,4
6,2,6,3,4,2,Lunch,161.47,8.4,4.7,"Japanese,Mediterranean,Mexican",3,0,5,3,5,2,1,1,5,4,9,2
5,1,3,2,3,1,"Dinner,Breakfast,Lunch",50.27,3.0,11.5,"Thai,Other,Mediterranean,Mexican",3,0,2,3,3,2,0,1,4,3,4,4
3,2,6,1,3,2,"Late-night,Lunch,Breakfast",63.81,9.1,5.6,"Mexican,Indian,Mediterranean",2,0,2,5,3,1,0,3,4,5,5,4
4,2,4,3,4,1,"Dinner,Breakfast",199.94,17.0,6.1,Indian,4,0,5,5,3,3,2,2,3,2,8,5
4,4,2,3,2,5,"Late-night,Breakfast",36.99,13.0,7.3,"Other,Thai",1,0,1,3,2,4,0,1,3,3,1,3
2,4,2,1,4,4,"Lunch,Dinner",14.5,4.1,2.6,"Mediterranean,Indian,Japanese",3,0,3,4,4,3,0,1,3,4,7,4
3,2,1,1,2,10,"Late-night,Lunch,Dinner",43.32,4.4,8.6,"Other,Mediterranean,Mexican",2,0,1,3,4,2,0,2,3,4,4,3
4,2,1,3,2,1,"Lunch,Breakfast",32.7,8.7,4.8,"Thai,Other,Japanese,Indian",4,0,1,4,2,3,1,1,3,1,5,3
3,1,4,2,2,2,"Lunch,Breakfast",89.33,0.0,4.5,"Japanese,Indian,Thai,Mexican",1,0,1,3,4,3,0,4,5,1,5,4
1,4,6,2,3,2,"Breakfast,Late-night,Dinner",42.41,7.4,4.3,"Indian,Mexican",4,1,2,4,4,3,1,2,4,3,9,4
4,3,1,2,4,1,"Breakfast,Dinner",32.56,17.6,5.2,Mediterranean,2,1,3,4,3,4,2,1,5,1,3,5
5,4,3,3,5,3,"Lunch,Breakfast",22.79,10.1,4.9,Thai,3,0,4,3,2,3,2,4,2,3,6,2
4,3,1,3,3,5,"Dinner,Lunch",45.61,6.6,6.4,Thai,2,0,4,4,3,3,2,3,2,5,10,4
3,2,3,2,5,2,Breakfast,28.21,13.3,7.3,"Thai,Japanese",2,0,5,5,4,5,2,3,5,2,5,4
5,1,1,1,1,4,"Lunch,Dinner,Breakfast",73.95,11.4,2.6,"Mexican,Other,Thai",2,1,2,3,4,2,1,2,4,1,5,5
3,1,1,1,3,1,"Lunch,Breakfast,Dinner",54.43,15.9,4.5,"Mediterranean,Other,Indian",3,0,3,3,2,2,0,2,4,4,9,3
3,2,2,2,4,6,"Dinner,Late-night",80.66,8.7,8.6,"Other,Thai,Mexican,Mediterranean",3,0,5,3,4,3,0,2,4,1,5,3
2,1,1,1,4,3,Lunch,26.17,15.7,6.6,"Mexican,Mediterranean",3,0,5,3,3,3,1,1,2,3,8,4
3,3,1,1,3,1,"Lunch,Late-night",55.17,7.2,4.5,"Other,Mexican,Indian,Mediterranean",1,0,2,3,4,4,2,1,3,1,6,5
3,1,2,2,4,1,"Late-night,Dinner",66.25,9.8,3.5,"Mediterranean,Japanese,Indian,Mexican",1,0,4,3,3,3,1,1,3,2,4,4
2,2,2,1,4,2,"Lunch,Breakfast",37.33,11.0,5.0,"Japanese,Mediterranean,Indian,Thai",3,0,3,3,3,2,2,2,2,3,6,5
3,1,2,2,4,1,"Dinner,Late-night,Breakfast",82.62,14.6,7.1,Japanese,2,0,5,4,4,3,2,2,3,1,5,5
4,2,2,1,3,3,"Dinner,Breakfast",89.77,6.6,4.0,Indian,2,0,3,3,3,1,0,2,2,5,6,2
4,3,1,3,4,1,"Lunch,Breakfast",117.24,5.9,6.4,"Mexican,Indian",4,1,5,4,3,3,1,4,3,1,7,5
3,1,2,2,4,2,"Breakfast,Lunch,Late-night",94.36,11.1,5.2,"Other,Mediterranean,Thai,Indian",2,0,4,2,3,2,2,3,4,3,9,4
4,2,1,3,3,3,"Breakfast,Late-night,Lunch",34.64,10.9,6.8,"Japanese,Indian,Mexican",3,0,3,3,4,3,0,1,3,4,6,4
3,1,2,2,2,4,"Dinner,Breakfast,Lunch",63.22,10.8,6.2,"Mediterranean,Thai",2,0,3,3,2,3,1,2,4,5,8,4
5,2,1,2,5,2,"Lunch,Late-night",31.36,6.8,6.6,"Mediterranean,Mexican",1,0,5,3,3,4,2,3,4,2,4,5
3,3,4,1,5,7,"Dinner,Late-night,Breakfast",46.01,10.6,5.9,"Indian,Mexican,Thai,Other",2,1,5,3,2,3,2,2,4,4,6,4
3,2,1,2,3,3,Late-night,53.46,12.1,9.4,"Mexican,Japanese",1,1,2,2,3,4,0,4,3,4,4,5
3,1,2,1,4,2,Dinner,52.64,3.1,3.6,"Thai,Japanese,Indian,Other",3,0,3,4,4,3,1,1,3,4,6,5
3,1,2,4,3,2,Lunch,31.26,10.5,8.0,"Mediterranean,Thai,Indian,Other",2,0,4,2,2,4,0,2,1,1,8,5
4,1,5,4,3,1,Lunch,31.9,13.1,6.9,Mediterranean,2,1,3,4,1,2,0,3,4,1,7,3
5,3,1,1,3,5,Late-night,127.59,10.6,7.3,Mediterranean,3,0,3,3,3,1,1,2,3,1,6,3
4,2,1,2,4,1,Dinner,96.42,12.5,6.7,Japanese,3,0,3,2,5,2,2,2,4,1,7,5
5,1,3,1,4,26,"Dinner,Breakfast,Lunch",250.15,100.0,16.8,"Mexican,Mediterranean,Indian",4,1,5,2,1,2,0,1,3,3,3,3
3,2,2,3,4,2,Lunch,43.63,12.0,2.5,"Japanese,Mexican",1,0,4,3,4,2,2,1,3,2,8,3
3,1,5,3,3,6,"Lunch,Breakfast",30.15,8.3,7.2,Thai,2,0,3,2,4,4,0,3,2,5,7,3
3,2,2,1,4,1,"Lunch,Dinner",33.1,7.3,3.8,"Mexican,Japanese,Other,Indian",2,0,4,2,5,3,1,1,4,4,4,5
5,1,1,1,3,2,Breakfast,86.39,7.3,7.2,Mediterranean,2,1,4,4,4,3,0,4,2,3,10,4
2,1,5,3,2,2,Lunch,97.47,3.4,5.9,"Mexican,Other,Thai",1,0,2,2,3,4,1,4,3,1,5,3
2,3,1,1,2,5,"Late-night,Lunch,Dinner",32.67,7.0,4.3,Indian,1,0,1,2,4,3,1,1,2,3,9,2
3,2,1,1,3,2,Breakfast,72.28,13.1,4.3,"Indian,Japanese,Mediterranean",2,1,3,3,4,4,0,1,5,2,6,3
2,4,2,1,4,6,Dinner,88.05,17.7,6.3,"Japanese,Indian,Thai",2,0,3,2,4,1,0,2,3,4,5,3
6,2,1,2,3,2,"Breakfast,Late-night",40.72,19.6,5.7,"Other,Thai,Mediterranean,Indian",1,0,2,2,2,2,1,1,3,1,0,3
6,3,2,2,4,2,"Lunch,Dinner,Breakfast",39.56,8.3,7.4,"Mediterranean,Other",4,0,4,4,3,3,2,4,2,2,9,4
5,1,1,1,3,1,"Dinner,Late-night,Lunch",66.63,8.7,7.2,"Thai,Mediterranean",2,1,4,3,4,1,0,2,4,3,5,2
2,1,6,4,3,1,"Lunch,Breakfast,Late-night",19.31,9.7,6.9,"Mexican,Indian,Other",1,0,3,3,5,4,1,1,2,2,4,3
2,3,1,1,3,7,Late-night,118.87,5.9,4.1,"Japanese,Mediterranean,Thai,Other",4,0,4,5,3,2,0,3,5,2,10,3
5,4,2,2,3,2,"Lunch,Breakfast",34.19,4.9,8.4,"Indian,Mediterranean,Japanese",2,0,3,2,4,3,1,2,2,3,6,5
3,3,6,2,4,1,"Breakfast,Late-night,Lunch",36.69,17.5,3.0,"Mexican,Indian",2,0,5,4,4,4,1,2,5,1,5,5
3,2,1,1,3,2,Breakfast,32.89,10.6,5.2,"Thai,Mexican,Other,Indian",1,0,3,4,5,4,1,2,5,3,7,4
4,4,2,2,4,3,Breakfast,97.65,13.2,10.1,"Indian,Thai,Mediterranean,Japanese",2,1,5,2,2,5,0,1,3,1,7,3
4,3,5,3,4,1,"Dinner,Late-night,Breakfast",61.44,7.0,5.9,"Thai,Mediterranean",1,0,4,4,2,4,2,1,5,4,10,5
6,2,1,1,2,1,"Breakfast,Late-night",114.01,10.5,4.8,"Thai,Mexican,Japanese",3,0,1,3,2,4,2,1,3,4,7,5
2,3,5,4,3,1,"Dinner,Late-night,Lunch",142.03,0.0,7.3,"Indian,Mediterranean,Other",1,1,4,3,2,2,0,4,2,3,6,4
3,2,6,4,2,3,Dinner,69.58,10.2,7.7,"Indian,Other,Mediterranean,Mexican",3,1,3,3,5,4,1,4,3,2,10,5
5,2,4,1,5,1,"Late-night,Dinner",105.29,1.2,4.3,"Mediterranean,Thai,Japanese,Indian",2,0,4,2,2,3,2,1,4,4,7,5
3,1,4,1,4,1,"Late-night,Dinner,Breakfast",74.23,17.6,6.2,"Other,Indian",2,0,5,3,2,2,2,2,5,5,8,3
4,2,5,2,4,5,Breakfast,37.04,14.6,9.7,"Japanese,Mexican",3,0,4,5,3,3,2,4,3,3,8,3
3,1,2,2,4,1,"Lunch,Breakfast,Dinner",41.65,11.8,6.1,"Japanese,Other,Indian",2,0,5,3,3,3,1,2,3,5,6,4
5,4,2,2,3,1,"Lunch,Breakfast",110.4,12.5,7.8,"Japanese,Mexican,Other,Thai",3,0,3,3,5,2,2,4,4,4,8,4
4,3,4,4,4,1,"Late-night,Breakfast,Lunch",95.5,16.0,7.7,"Thai,Mediterranean",2,0,4,5,3,2,0,1,4,3,7,5
3,1,3,2,4,1,"Lunch,Late-night",61.89,1.2,8.2,"Japanese,Mexican,Indian,Thai",3,0,5,3,3,1,2,4,5,3,3,4
4,2,6,1,4,2,"Dinner,Lunch,Late-night",30.91,15.2,6.3,Japanese,1,0,4,3,3,3,1,2,3,2,6,4
2,2,3,2,4,8,Lunch,71.86,11.8,5.5,"Thai,Indian,Japanese,Mediterranean",4,0,3,4,4,4,1,1,2,3,8,4
4,1,1,1,1,1,"Breakfast,Late-night,Dinner",105.78,11.2,5.5,Japanese,2,1,1,3,2,1,0,3,3,1,6,3
5,1,6,3,3,1,Breakfast,93.2,14.3,4.6,"Mediterranean,Mexican",3,0,4,5,1,2,0,4,5,3,7,2
5,1,6,3,2,1,"Dinner,Lunch",70.56,16.8,6.0,Indian,3,1,1,3,4,3,1,2,3,3,7,4
3,2,3,2,5,3,"Breakfast,Dinner,Lunch",21.74,14.6,4.9,"Thai,Mexican,Mediterranean,Japanese",2,0,5,5,2,1,2,3,2,1,7,5
2,2,2,2,5,4,"Dinner,Breakfast",93.56,15.1,7.0,"Mediterranean,Japanese",1,0,4,3,5,3,2,4,4,2,6,4
